model,noise,pdb_id,entropy_bits,normalized_entropy
fullbackbone,0.0,1AKI,3.969272848048628,0.9184032591250397
fullbackbone,0.0,1AKI,3.950933683194545,0.9141599759302598
fullbackbone,0.0,1AKI,3.906811744873489,0.9039511206803887
fullbackbone,0.0,1AKI,3.985847699434106,0.9222383186220002
fullbackbone,0.0,1AKI,3.8400226081368865,0.8884975695637908
fullbackbone,0.0,1AKI,4.081031849120794,0.9442618570976372
fullbackbone,0.0,1AKI,3.983571881872619,0.9217117440211458
fullbackbone,0.0,1AKI,3.960496654540887,0.9163726391528744
fullbackbone,0.0,1BPI,3.818260951613811,0.8834623963620852
fullbackbone,0.0,1BPI,3.6854604207647426,0.8527352468275603
fullbackbone,0.0,1BPI,3.7248297121466845,0.8618444431208799
fullbackbone,0.0,1BPI,3.7603128412870883,0.8700544661387035
fullbackbone,0.0,1BPI,3.7683196248510566,0.8719070614128914
fullbackbone,0.0,1BPI,3.6184927983701463,0.8372403980183412
fullbackbone,0.0,1BPI,3.7388453844278375,0.8650873643295258
fullbackbone,0.0,1BPI,3.670601315116914,0.8492971735136136
fullbackbone,0.0,1CRN,3.4464124990649547,0.7974247658451094
fullbackbone,0.0,1CRN,3.435407337615464,0.7948784112533915
fullbackbone,0.0,1CRN,3.506862913219876,0.8114116746570424
fullbackbone,0.0,1CRN,3.5211025226123454,0.814706410034365
fullbackbone,0.0,1CRN,3.4269212609727857,0.7929149180030719
fullbackbone,0.0,1CRN,3.6309826076665432,0.8401302677760476
fullbackbone,0.0,1CRN,3.3884967515230002,0.7840243236650403
fullbackbone,0.0,1CRN,3.5995729677087978,0.8328627614066331
fullbackbone,0.0,1CSP,3.9120626985950606,0.9051660769698706
fullbackbone,0.0,1CSP,3.8310353701315867,0.8864181184928831
fullbackbone,0.0,1CSP,3.7512595795652217,0.8679597386182304
fullbackbone,0.0,1CSP,3.6290957649256326,0.8396936934741422
fullbackbone,0.0,1CSP,3.683033176685413,0.8521736354295824
fullbackbone,0.0,1CSP,3.8684853174227625,0.8950832203800425
fullbackbone,0.0,1CSP,3.687712641375692,0.8532563616081633
fullbackbone,0.0,1CSP,3.7283834973046606,0.8626667115806861
fullbackbone,0.0,1ENH,3.393828022094787,0.7852578635238114
fullbackbone,0.0,1ENH,3.3272315975222235,0.7698489018033831
fullbackbone,0.0,1ENH,3.630753716899809,0.8400773074394319
fullbackbone,0.0,1ENH,3.3169478634274587,0.7674694697839263
fullbackbone,0.0,1ENH,3.259908041533339,0.7542716977151139
fullbackbone,0.0,1ENH,3.1795618113919066,0.7356813305508665
fullbackbone,0.0,1ENH,3.4073321152868994,0.7883824164769453
fullbackbone,0.0,1ENH,3.6707145865341304,0.8493233820517312
fullbackbone,0.0,1FKB,3.8481989901949283,0.890389406234492
fullbackbone,0.0,1FKB,3.740910814032271,0.8655652597408069
fullbackbone,0.0,1FKB,3.6692804636598413,0.8489915572636266
fullbackbone,0.0,1FKB,3.8292350598619964,0.8860015659195721
fullbackbone,0.0,1FKB,3.7855548876590452,0.8758949257247427
fullbackbone,0.0,1FKB,3.8535883071880552,0.8916363767705133
fullbackbone,0.0,1FKB,3.7571708487606155,0.8693274775221669
fullbackbone,0.0,1FKB,3.751910154615578,0.8681102675109083
fullbackbone,0.0,1HEL,3.9876155823808457,0.9226473682192925
fullbackbone,0.0,1HEL,3.9711511037383156,0.9188378465703768
fullbackbone,0.0,1HEL,3.9629137271577175,0.9169318970960341
fullbackbone,0.0,1HEL,3.895924669138065,0.9014320885501913
fullbackbone,0.0,1HEL,3.9365808085625993,0.9108390334442141
fullbackbone,0.0,1HEL,4.065552891560565,0.9406803635557757
fullbackbone,0.0,1HEL,3.869029773824848,0.8952091957295004
fullbackbone,0.0,1HEL,3.9166747015186436,0.9062331939654168
fullbackbone,0.0,1IGD,3.51841864345189,0.8140854188698821
fullbackbone,0.0,1IGD,3.143702613645905,0.7273842934510542
fullbackbone,0.0,1IGD,3.5332835371817084,0.8175248314198972
fullbackbone,0.0,1IGD,3.5883025819228034,0.8302550396818486
fullbackbone,0.0,1IGD,3.438716542999855,0.7956440892822106
fullbackbone,0.0,1IGD,3.512230872999015,0.8126537035990531
fullbackbone,0.0,1IGD,3.4178472191656937,0.7908153824236099
fullbackbone,0.0,1IGD,3.3579868182738366,0.7769649898262252
fullbackbone,0.0,1LZ1,4.052390757363171,0.9376349324638137
fullbackbone,0.0,1LZ1,4.071420837612954,0.9420380784282952
fullbackbone,0.0,1LZ1,4.029467408436549,0.9323309689495342
fullbackbone,0.0,1LZ1,4.133552222351441,0.9564139272102279
fullbackbone,0.0,1LZ1,4.006136629058366,0.9269327349053856
fullbackbone,0.0,1LZ1,4.10779555688896,0.9504543959785654
fullbackbone,0.0,1LZ1,4.096449432809967,0.947829150062879
fullbackbone,0.0,1LZ1,3.9916035318862604,0.9235700928500267
fullbackbone,0.0,1MBN,3.6693360158834865,0.8490044108378707
fullbackbone,0.0,1MBN,3.410093116538024,0.7890212520129624
fullbackbone,0.0,1MBN,3.510300567230905,0.8122070728995758
fullbackbone,0.0,1MBN,3.5543992577423196,0.8224105491127921
fullbackbone,0.0,1MBN,3.5073482371551665,0.8115239680419937
fullbackbone,0.0,1MBN,3.531416712166501,0.8170928887835965
fullbackbone,0.0,1MBN,3.6676323562878537,0.8486102211248008
fullbackbone,0.0,1MBN,3.5592877774956295,0.8235416460783092
fullbackbone,0.0,1PIN,3.9634216115886773,0.9170494104881611
fullbackbone,0.0,1PIN,3.887314354006667,0.899439849220346
fullbackbone,0.0,1PIN,3.937990765789613,0.9111652668280323
fullbackbone,0.0,1PIN,3.9926296676249753,0.9238075183037099
fullbackbone,0.0,1PIN,3.9337060005969167,0.9101738655139371
fullbackbone,0.0,1PIN,3.950347257228832,0.9140242897381626
fullbackbone,0.0,1PIN,3.973777385565378,0.9194455109667765
fullbackbone,0.0,1PIN,3.9756578686273394,0.9198806137775303
fullbackbone,0.0,1R69,3.58705075744766,0.8299653947716003
fullbackbone,0.0,1R69,3.3246369641835414,0.7692485601776741
fullbackbone,0.0,1R69,3.7743130605765742,0.8732938118617496
fullbackbone,0.0,1R69,3.769445257947521,0.8721675083874249
fullbackbone,0.0,1R69,3.502073411474177,0.8103034883011971
fullbackbone,0.0,1R69,3.4699528541281848,0.8028714911367858
fullbackbone,0.0,1R69,3.489994991450638,0.8075088050583575
fullbackbone,0.0,1R69,3.3893209821446497,0.784215032673509
fullbackbone,0.0,1RIS,3.5383508097711838,0.8186972878972434
fullbackbone,0.0,1RIS,3.6109797866468565,0.835502050790358
fullbackbone,0.0,1RIS,3.468522959786587,0.8025406447390198
fullbackbone,0.0,1RIS,3.505646481479778,0.8111302188545877
fullbackbone,0.0,1RIS,3.456614504754545,0.7997852876922125
fullbackbone,0.0,1RIS,3.3642190804869303,0.7784069995210339
fullbackbone,0.0,1RIS,3.5251487676517472,0.8156426229815883
fullbackbone,0.0,1RIS,3.4470948497053935,0.7975826469170425
fullbackbone,0.0,1SHG,3.702329761599406,0.8566384447670676
fullbackbone,0.0,1SHG,3.619644787525774,0.8375069432107497
fullbackbone,0.0,1SHG,3.656155473077487,0.8459547203949429
fullbackbone,0.0,1SHG,3.6059479620674164,0.8343377962102339
fullbackbone,0.0,1SHG,3.559208937735312,0.823523404275441
fullbackbone,0.0,1SHG,3.6361115596552422,0.841316995522575
fullbackbone,0.0,1SHG,3.7006258755037704,0.8562442026468318
fullbackbone,0.0,1SHG,3.6052619968514903,0.8341790788042831
fullbackbone,0.0,1STN,3.6646547823726507,0.84792127539275
fullbackbone,0.0,1STN,3.494955746770286,0.8086566157601405
fullbackbone,0.0,1STN,3.772112537289138,0.8727846587154862
fullbackbone,0.0,1STN,3.6786576197010206,0.851161226872955
fullbackbone,0.0,1STN,3.571977458752556,0.8264777618531037
fullbackbone,0.0,1STN,3.6372996637063735,0.8415918969149736
fullbackbone,0.0,1STN,3.592112637855149,0.8311366036155134
fullbackbone,0.0,1STN,3.6539563979764265,0.8454459023274554
fullbackbone,0.0,1TIM,3.821209697501961,0.8841446719167476
fullbackbone,0.0,1TIM,3.7947540011857437,0.878023400175204
fullbackbone,0.0,1TIM,3.8315847599630994,0.8865452353304266
fullbackbone,0.0,1TIM,3.857926951440127,0.8926402445250935
fullbackbone,0.0,1TIM,3.794074698787445,0.8778662244000904
fullbackbone,0.0,1TIM,3.889064513452024,0.8998447979855574
fullbackbone,0.0,1TIM,3.8503594664528062,0.890889293370614
fullbackbone,0.0,1TIM,3.800707210923483,0.8794008432068874
fullbackbone,0.0,1TUP,3.990987830794715,0.9234276330316243
fullbackbone,0.0,1TUP,4.003486579954066,0.926319571278847
fullbackbone,0.0,1TUP,3.995246069466964,0.9244128966868171
fullbackbone,0.0,1TUP,4.005892613182497,0.9268762749480445
fullbackbone,0.0,1TUP,4.01381704452705,0.9287098157128543
fullbackbone,0.0,1TUP,3.94328892230943,0.9123911448166283
fullbackbone,0.0,1TUP,3.9143529221098348,0.9056959847944555
fullbackbone,0.0,1TUP,3.9704575856634388,0.9186773815974179
fullbackbone,0.0,1UBI,3.4758788548432342,0.8042426385934174
fullbackbone,0.0,1UBI,3.5498034905964118,0.8213471887224737
fullbackbone,0.0,1UBI,3.6253454426915943,0.8388259506168572
fullbackbone,0.0,1UBI,3.5933405928928694,0.8314207256579818
fullbackbone,0.0,1UBI,3.542645953745315,0.8196910906352418
fullbackbone,0.0,1UBI,3.6426189693595665,0.84282266835226
fullbackbone,0.0,1UBI,3.550680021103338,0.8215499987849463
fullbackbone,0.0,1UBI,3.4914989603973754,0.8078567907059014
fullbackbone,0.0,1UBQ,3.528057322912469,0.8163155993006905
fullbackbone,0.0,1UBQ,3.4716965479104616,0.8032749438884268
fullbackbone,0.0,1UBQ,3.5141617822139923,0.8131004739229882
fullbackbone,0.0,1UBQ,3.3401176005420403,0.7728304421568795
fullbackbone,0.0,1UBQ,3.3913876018621876,0.7846932034510337
fullbackbone,0.0,1UBQ,3.418430727223829,0.7909503934754656
fullbackbone,0.0,1UBQ,3.5728475685505314,0.8266790863034121
fullbackbone,0.0,1UBQ,3.4790734490586335,0.804981798094747
fullbackbone,0.0,1VII,3.3043344609220293,0.7645510032503552
fullbackbone,0.0,1VII,3.2487789053664735,0.7516966580748129
fullbackbone,0.0,1VII,3.0210848226564435,0.6990132080703158
fullbackbone,0.0,1VII,3.301636641270607,0.7639267865599818
fullbackbone,0.0,1VII,3.1135939943298854,0.7204178149130062
fullbackbone,0.0,1VII,3.134252431577193,0.7251977272099612
fullbackbone,0.0,1VII,3.07825208627154,0.7122404673768098
fullbackbone,0.0,1VII,3.081026127107925,0.7128823199887647
fullbackbone,0.0,2ACY,3.644937934454578,0.8433592263523235
fullbackbone,0.0,2ACY,3.7249169847227206,0.861864636093581
fullbackbone,0.0,2ACY,3.796353654263453,0.8783935250459999
fullbackbone,0.0,2ACY,3.7330962724907346,0.8637571450822635
fullbackbone,0.0,2ACY,3.803435945506845,0.8800322129389729
fullbackbone,0.0,2ACY,3.801459639579292,0.8795749388047986
fullbackbone,0.0,2ACY,3.608928820531564,0.8350275019153505
fullbackbone,0.0,2ACY,3.766838467056513,0.8715643537689822
fullbackbone,0.0,2CI2,3.6215199292082816,0.8379408101426696
fullbackbone,0.0,2CI2,3.732402654190278,0.863596656919289
fullbackbone,0.0,2CI2,3.622454782328314,0.8381571147871496
fullbackbone,0.0,2CI2,3.62332150137274,0.8383576546909605
fullbackbone,0.0,2CI2,3.602473200861577,0.8335338121712699
fullbackbone,0.0,2CI2,3.5486329941069963,0.821076361336243
fullbackbone,0.0,2CI2,3.591015878755665,0.8308828374548082
fullbackbone,0.0,2CI2,3.510075495235049,0.8121549961433424
fullbackbone,0.0,2CRO,3.700677575788692,0.8562561649663768
fullbackbone,0.0,2CRO,3.685503716449146,0.8527452645056551
fullbackbone,0.0,2CRO,3.695315798164126,0.8550155664402447
fullbackbone,0.0,2CRO,3.736162290964951,0.8644665549583426
fullbackbone,0.0,2CRO,3.670154690111823,0.8491938342179832
fullbackbone,0.0,2CRO,3.775366083054435,0.8735374583210941
fullbackbone,0.0,2CRO,3.734519590253611,0.8640864698029964
fullbackbone,0.0,2CRO,3.7383449760303322,0.864971580728661
fullbackbone,0.0,2GB1,3.346137327132111,0.7742232757390003
fullbackbone,0.0,2GB1,3.17125886455212,0.7337602095471162
fullbackbone,0.0,2GB1,3.299781231926625,0.7634974852612912
fullbackbone,0.0,2GB1,3.122169585587522,0.7224020198949865
fullbackbone,0.0,2GB1,3.528475089658542,0.8164122614239144
fullbackbone,0.0,2GB1,3.4370569561091897,0.795260097032865
fullbackbone,0.0,2GB1,3.5636274132764516,0.82454574325104
fullbackbone,0.0,2GB1,3.22683091616935,0.7466183715519328
fullbackbone,0.0,2LZM,3.838338972648689,0.8881080129929193
fullbackbone,0.0,2LZM,3.7770331466876192,0.8739231805257639
fullbackbone,0.0,2LZM,3.893691566097006,0.9009153971587496
fullbackbone,0.0,2LZM,3.8217348158697133,0.8842661728663754
fullbackbone,0.0,2LZM,3.8242357754223755,0.8848448404188552
fullbackbone,0.0,2LZM,3.7522304728186695,0.868184382164382
fullbackbone,0.0,2LZM,3.8568811933132445,0.8923982788782981
fullbackbone,0.0,2LZM,3.8691569084119406,0.8952386119030927
fullbackbone,0.0,2PCY,4.0160710788371246,0.9292313501439201
fullbackbone,0.0,2PCY,3.931025623572609,0.9095536846674583
fullbackbone,0.0,2PCY,3.941515234496746,0.9119807520998262
fullbackbone,0.0,2PCY,3.9673248967386017,0.9179525456316037
fullbackbone,0.0,2PCY,3.780159997617584,0.874646665706756
fullbackbone,0.0,2PCY,3.9826777913810876,0.9215048709608121
fullbackbone,0.0,2PCY,3.950132085203994,0.9139745036195337
fullbackbone,0.0,2PCY,3.8320613044856118,0.8866554973505366
fullbackbone,0.0,2PTL,3.412338063465575,0.7895406838216976
fullbackbone,0.0,2PTL,3.685826171670813,0.8528198736186685
fullbackbone,0.0,2PTL,3.3293700427420814,0.7703436914372938
fullbackbone,0.0,2PTL,3.420591925726749,0.7914504477233548
fullbackbone,0.0,2PTL,3.585261333297652,0.8295513610091865
fullbackbone,0.0,2PTL,3.6213822593124214,0.8379089563281596
fullbackbone,0.0,2PTL,3.4164398587729496,0.790489749890665
fullbackbone,0.0,2PTL,3.6931840300760173,0.8545223217491471
fullbackbone,0.0,3CHY,3.521359945029193,0.8147659719732024
fullbackbone,0.0,3CHY,3.6421907507436235,0.8427235878940613
fullbackbone,0.0,3CHY,3.6202806658941453,0.8376540716114104
fullbackbone,0.0,3CHY,3.6648729862524823,0.84797176301657
fullbackbone,0.0,3CHY,3.6878316857611257,0.8532839058853517
fullbackbone,0.0,3CHY,3.6048357484869777,0.8340804542193399
fullbackbone,0.0,3CHY,3.429072915687809,0.7934127640263706
fullbackbone,0.0,3CHY,3.666062635847802,0.8482470220142213
fullbackbone,0.0,3PGK,3.2548413903969595,0.7530993850284746
fullbackbone,0.0,3PGK,3.0702772283670026,0.7103952590046548
fullbackbone,0.0,3PGK,3.0722520442235437,0.7108521883688609
fullbackbone,0.0,3PGK,3.355406066382481,0.7763678600649947
fullbackbone,0.0,3PGK,3.1070328958231825,0.7188997196641601
fullbackbone,0.0,3PGK,3.298804260237884,0.7632714352976427
fullbackbone,0.0,3PGK,3.2723578124209696,0.7571523034573423
fullbackbone,0.0,3PGK,3.287388358889785,0.7606300444421115
fullbackbone,0.0,4HHB,3.9540491890186593,0.9148808361009322
fullbackbone,0.0,4HHB,3.8966077851199974,0.9015901467054718
fullbackbone,0.0,4HHB,3.857933838731628,0.8926418380942945
fullbackbone,0.0,4HHB,3.884914965329613,0.8988846829555736
fullbackbone,0.0,4HHB,3.7341100600060755,0.8639917134260868
fullbackbone,0.0,4HHB,3.922096292590495,0.9074876320201047
fullbackbone,0.0,4HHB,3.887489376702733,0.8994803456590242
fullbackbone,0.0,4HHB,3.8601253842865226,0.8931489139888443
fullbackbone,0.1,1AKI,4.010417477698434,0.9279232300145319
fullbackbone,0.1,1AKI,3.9765500654219688,0.9200870486776586
fullbackbone,0.1,1AKI,3.9966954091117386,0.9247482423040867
fullbackbone,0.1,1AKI,3.9917552205901434,0.9236051903112876
fullbackbone,0.1,1AKI,3.975195495421472,0.9197736306913438
fullbackbone,0.1,1AKI,4.00334700162824,0.9262872758952218
fullbackbone,0.1,1AKI,3.9522129915979,0.9144559800227083
fullbackbone,0.1,1AKI,3.9816857021830776,0.9212753231348815
fullbackbone,0.1,1BPI,3.6649933344252075,0.8479996089617321
fullbackbone,0.1,1BPI,3.8211022798272682,0.8841198178071153
fullbackbone,0.1,1BPI,3.7897870817103074,0.8768741632220691
fullbackbone,0.1,1BPI,3.7781673661087676,0.8741856141887603
fullbackbone,0.1,1BPI,3.6378403749463946,0.8417170057155251
fullbackbone,0.1,1BPI,3.6917453858785407,0.8541894508253624
fullbackbone,0.1,1BPI,3.6879036871453685,0.8533005654369828
fullbackbone,0.1,1BPI,3.7455757210754794,0.8666446175970209
fullbackbone,0.1,1CRN,3.626640630705244,0.8391256289051614
fullbackbone,0.1,1CRN,3.453988923969232,0.7991777855016001
fullbackbone,0.1,1CRN,3.46555564083096,0.8018540717811916
fullbackbone,0.1,1CRN,3.4931252078774984,0.8082330689420079
fullbackbone,0.1,1CRN,3.509535805750618,0.8120301237547736
fullbackbone,0.1,1CRN,3.4797952502234293,0.8051488071585141
fullbackbone,0.1,1CRN,3.3532946968877244,0.7758793351639779
fullbackbone,0.1,1CRN,3.538774457227713,0.8187953106887448
fullbackbone,0.1,1CSP,3.6763433865879036,0.8506257637504069
fullbackbone,0.1,1CSP,3.7951193707798456,0.8781079387390301
fullbackbone,0.1,1CSP,3.8557278103739074,0.8921314111947054
fullbackbone,0.1,1CSP,3.617088762034509,0.8369155345997901
fullbackbone,0.1,1CSP,3.473990626450721,0.8038057436819203
fullbackbone,0.1,1CSP,3.732197827925766,0.863549264584198
fullbackbone,0.1,1CSP,3.719054775370002,0.8605082485683805
fullbackbone,0.1,1CSP,3.7941502429250584,0.8778837036676662
fullbackbone,0.1,1ENH,3.2976116177230077,0.7629954838036123
fullbackbone,0.1,1ENH,3.2757876144024505,0.7579458849113091
fullbackbone,0.1,1ENH,3.358321333185939,0.7770423892888627
fullbackbone,0.1,1ENH,3.5329262577762957,0.817442164749474
fullbackbone,0.1,1ENH,3.4152850697845096,0.7902225568779432
fullbackbone,0.1,1ENH,3.313548725834076,0.7666829834012852
fullbackbone,0.1,1ENH,3.150349764479753,0.7289222993335934
fullbackbone,0.1,1ENH,3.3953300420290033,0.7856053982123208
fullbackbone,0.1,1FKB,3.619693165190524,0.8375181367483764
fullbackbone,0.1,1FKB,3.7955143986287037,0.8781993395768473
fullbackbone,0.1,1FKB,3.6920643781307336,0.8542632586826865
fullbackbone,0.1,1FKB,3.57156834618411,0.8263831021180355
fullbackbone,0.1,1FKB,3.768524070503142,0.8719543656825592
fullbackbone,0.1,1FKB,3.740265578777782,0.8654159663605556
fullbackbone,0.1,1FKB,3.672888742542365,0.849826434384047
fullbackbone,0.1,1FKB,3.8290307299860356,0.8859542884379772
fullbackbone,0.1,1HEL,3.8598713636212256,0.8930901391412022
fullbackbone,0.1,1HEL,3.8401214076546535,0.8885204296196728
fullbackbone,0.1,1HEL,3.998927231767366,0.9252646374422352
fullbackbone,0.1,1HEL,3.95372919842118,0.9148067972482595
